province_name,city_name,district_name,village_name,notes
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Banyuanyar",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Candi",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Gondangslamet",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Ngampon",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Ngargosari",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Ngenden",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Selodoko",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Sidomulyo",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Tanduk",
"Jawa Tengah",Boyolali,"Kec. Ampel","Ds. Urutsewu",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Andong",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Beji",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Gondangrawe",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Kacangan",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Kadipaten",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Kedungdowo",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Kunti",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Mojo",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Munggur",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Pakang",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Pakel",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Pelemrejo",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Pranggong",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Semawung",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Sempu",
"Jawa Tengah",Boyolali,"Kec. Andong","Ds. Senggrong",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Banyudono",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Batan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Bendan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Cangkringan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Denggungan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Dukuh",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Dukuh",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Jembungan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Jipangan",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Ketaon",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Kuwiran",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Ngaru Aru",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Sambon",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Tanjungsari",
"Jawa Tengah",Boyolali,"Kec. Banyudono","Ds. Trayu",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Karanggeneng",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Kebonbimo",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Kiringan",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Mudal",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Penggung",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Ds. Winong",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Kec. Banaran",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Kec. Pulisen",
"Jawa Tengah",Boyolali,"Kec. Boyolali","Kec. Siswodipuran",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Bakulan",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Cabeankunti",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Candigatak",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Cepogo",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Gedangan",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Genting",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Gubug",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Jelok",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Jombong",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Kembangkuning",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Mliwis",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Paras",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Sukabumi",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Sumbung",
"Jawa Tengah",Boyolali,"Kec. Cepogo","Ds. Wonodoyo",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Candisari",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Ds. Kembang",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Gladagsari",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Jlarem",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Kaligentong",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Ngagrong",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Ngargoloka",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Sampetan",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Sampetan",
"Jawa Tengah",Boyolali,"Kec. Gladagsari","Ds. Seboto",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Cerme",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Jerukan",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Juwangi",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Kalimati",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Kayen",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Krobokan",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Ngaren",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Ngleses",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Ds. Pilangrejo",
"Jawa Tengah",Boyolali,"Kec. Juwangi","Kec. Sambeng",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Bangkok",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Bantengan",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Dologan",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Grogolan",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Karangkepoh",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Kebonan",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Klari",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Klumpit",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Manyaran",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Mojosari",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Pengkol",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Pinggir",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Sempulur",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Sendang",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Sranten",
"Jawa Tengah",Boyolali,"Kec. Karanggede","Ds. Tegalsari",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Bawu",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Genengsari",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Kedungmulyo",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Kedungrejo",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Kemusu",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Kendel",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Klewor",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Sarimulyo",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Watugede",
"Jawa Tengah",Boyolali,"Kec. Kemusu","Ds. Wonoharjo",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Bade",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Banyuurip",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Blumbang",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Gondanglegi",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Jaten",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Kalangan",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Karanggatak",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Karangmojo",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Klego",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Sangge",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Sendangrejo",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Sumberagung",
"Jawa Tengah",Boyolali,"Kec. Klego","Ds. Tanjung",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Brajan",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Butuh",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Dlingo",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Karangnongko",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Kragilan",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Madu",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Manggis",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Metuk",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Singosari",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Tambak",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Ds. Tambak",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Kel. Kemiri",
"Jawa Tengah",Boyolali,"Kec. Mojosongo","Kel. Mojosongo",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Dibal",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Donohudan",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Gagaksipat",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Giriroto",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Kismoyoso",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Manggung",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Ngargorejo",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Ngesrep",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Pandeyan",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Sawahan",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Sindon",
"Jawa Tengah",Boyolali,"Kec. Ngemplak","Ds. Sobokerto",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Bendo",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Glonggong",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Guli",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Jeron",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Kenteng",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Ketitang",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Keyongan",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Pojok",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Potronayan",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Pulutan",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Rembun",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Sembungan",
"Jawa Tengah",Boyolali,"Kec. Nogosari","Ds. Tegalgiri",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Babadan",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Canden",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Catur",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Cermo",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Demangan",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Glintang",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Jagoan",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Jatisari",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Kepoh",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Ngaglik",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Nglembu",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Sambi",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Senting",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Tawengan",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Tempursari",
"Jawa Tengah",Boyolali,"Kec. Sambi","Ds. Trosobo",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Bendosari",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Cepokosawit",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Gombang",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Guwokajen",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Jatirejo",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Jenengan",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Karangduren",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Kateguhan",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Kemasan",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Manjung",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Tegalrejo",
"Jawa Tengah",Boyolali,"Kec. Sawit","Ds. Tlawong",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Jeruk",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Jrakah",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Klakah",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Lencoh",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Samiran",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Selo",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Senden",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Suroteleng",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Tarubatang",
"Jawa Tengah",Boyolali,"Kec. Selo","Ds. Tlogolele",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Bendungan",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Blagung",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Gunung",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Kedunglengkong",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Pelem",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Pentur",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Simo",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Sumber",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Talakbroto",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Temon",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Teter",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Walen",
"Jawa Tengah",Boyolali,"Kec. Simo","Ds. Wates",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Bangsalan",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Doplang",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Gumukrejo",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Kadireso",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Kopen",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Krasak",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Mojolegi",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Nepen",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Randusari",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Salakan",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Sudimoro",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Tawangsari",
"Jawa Tengah",Boyolali,"Kec. Teras","Ds. Teras",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Bengkle",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Bercak",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Garangan",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Gilirejo",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Gunungsari",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Jatilawang",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Kalinanas",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Kedungpilang",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Ngablak",
"Jawa Tengah",Boyolali,"Kec. Wonosamodro","Ds. Repaking",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Bandung",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Banyusri",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Bojong",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Bolo",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Gosono",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Guwo",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Karangjati",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Kauman",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Ketoyan",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Lemah Ireng",
"Jawa Tengah",Boyolali,"Kec. Wonosegoro","Ds. Wonosegoro",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Cluntang",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Dragan",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Kebongulo",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Kembangsari",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Musuk",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Pagerjurang",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Pusporenggo",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Ringinlarik",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Sruni",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Sukorame",
"Jawa Tengah",Boyolali,Kec.Musuk,"Ds. Sukorejo",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Jemowo",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Karanganyar",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Karangkendal",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Keposong",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Lampar",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Lanjaran",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Mriyan",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Sangup",
"Jawa Tengah",Boyolali,Kec.Tamansari,"Ds. Sumur",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Baturan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Blulukan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Bolon",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Gajahan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Gawanan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Gedongan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Klodran",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Malangjiwan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Ngasem",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Paulan",
"Jawa Tengah",Karangayar,"Kec. Colomadu","Ds. Tohudan",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Bulurejo",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Dayu",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Jatikuwung",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Jeruksawit",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Karangturi",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Kragan",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Krendowahono",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Plesungan",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Rejosari",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Selokaton",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Tuban",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Wonorejo",
"Jawa Tengah",Karangayar,"Kec. Gondangrejo","Ds. Wonosari",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Brujul",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Dagen",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Jaten",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Jati",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Jetis",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Ngringgo",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Sroyo",
"Jawa Tengah",Karangayar,"Kec. Jaten","Ds. Suruhkalang",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatiharjo",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatikuwung",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatimulyo",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatipuro",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatipurwo",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatiroyo",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatisobo",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatisuko",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Jatiwarno",
"Jawa Tengah",Karangayar,"Kec. Jatipuro","Ds. Ngepungsari",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Beruk",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Jatisawit",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Jatiyoso",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Karangsari",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Petung",
"Jawa Tengah",Karangayar,"Kec. Jatiyoso","Ds. Tlobo",
